N,PDL,CALLE,COLONIA,LONGITUD,LATITUD,ID
327,277,INCA,SAN ALEJANDRO,-98.215022,19.059171,URBANO
328,278,INCA,SAN ALEJANDRO,-98.214811,19.059345,URBANO
329,278,INCA,SAN ALEJANDRO,-98.214811,19.059345,URBANO
330,279,INCA,SAN ALEJANDRO,-98.214617,19.059505,URBANO
331,279,INCA,SAN ALEJANDRO,-98.214617,19.059505,URBANO
332,280,INCA,SAN ALEJANDRO,-98.214415,19.059677,URBANO
333,280,INCA,SAN ALEJANDRO,-98.214415,19.059677,URBANO
334,281,27-B NORTE,SAN ALEJANDRO,-98.215971,19.058937,URBANO
335,282,27-B NORTE,SAN ALEJANDRO,-98.215731,19.059144,URBANO
336,283,27-B NORTE,SAN ALEJANDRO,-98.215503,19.059337,URBANO
337,284,27-B NORTE,SAN ALEJANDRO,-98.215265,19.059534,URBANO
338,285,27-B NORTE,SAN ALEJANDRO,-98.215048,19.059721,URBANO
339,286,27-B NORTE,SAN ALEJANDRO,-98.214825,19.059909,URBANO
340,287,27-B NORTE,SAN ALEJANDRO,-98.214669,19.06004,URBANO
341,288,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.214612,19.060046,URBANO
342,289,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.21442,19.059844,URBANO
343,290,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.214158,19.059633,URBANO
344,291,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.21405,19.059504,URBANO
345,292,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.214841,19.060337,URBANO
346,293,29 NORTE,LAS HADAS - MUNDIAL MEXICO 86,-98.214332,19.060927,URBANO
347,294,29 NORTE,LAS HADAS - MUNDIAL MEXICO 86,-98.21467,19.060778,URBANO
348,295,DIAGONAL 14 PONIENTE,LAS HADAS - MUNDIAL MEXICO 86,-98.214891,19.060584,URBANO
349,296,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.215148,19.06059,URBANO
350,297,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.215147,19.060649,URBANO
351,298,29 NORTE,SAN ALEJANDRO,-98.215015,19.060363,URBANO
352,299,29 NORTE,SAN ALEJANDRO,-98.21518,19.060224,URBANO
353,300,29 NORTE,SAN ALEJANDRO,-98.215384,19.060046,URBANO
354,301,29 NORTE,SAN ALEJANDRO,-98.215619,19.059843,URBANO
355,302,29 NORTE,SAN ALEJANDRO,-98.215843,19.059654,URBANO
356,303,29 NORTE,SAN ALEJANDRO,-98.216052,19.059471,URBANO
357,304,29 NORTE,SAN ALEJANDRO,-98.216273,19.059284,URBANO
358,305,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.216549,19.059273,URBANO
359,306,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.216691,19.05943,URBANO
360,307,29 NORTE,SAN ALEJANDRO,-98.216492,19.059105,URBANO
361,308,29 NORTE,SAN ALEJANDRO,-98.216729,19.058904,URBANO
362,309,29-A NORTE,SAN ALEJANDRO,-98.217209,19.059078,URBANO
363,310,29-A NORTE,SAN ALEJANDRO,-98.21698,19.059272,URBANO
364,311,29-A NORTE,SAN ALEJANDRO,-98.216809,19.05942,URBANO
365,312,29-A NORTE,SAN ALEJANDRO,-98.216575,19.059613,URBANO
366,313,29-A NORTE,SAN ALEJANDRO,-98.216322,19.059827,URBANO
367,314,29-A NORTE,SAN ALEJANDRO,-98.216072,19.060035,URBANO
368,315,29-A NORTE,SAN ALEJANDRO,-98.215799,19.060262,URBANO
369,316,29-A NORTE,SAN ALEJANDRO,-98.215541,19.060484,URBANO
370,317,29-A NORTE,SAN ALEJANDRO,-98.215349,19.060651,URBANO
371,318,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.216338,19.059071,URBANO
372,319,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.216105,19.05882,URBANO
373,320,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.215878,19.058582,URBANO
374,321,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.21572,19.058416,URBANO
375,322,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.215556,19.058245,URBANO
376,323,10 PONIENTE,SAN ALEJANDRO,-98.215666,19.058155,URBANO
377,323,10 PONIENTE,SAN ALEJANDRO,-98.215666,19.058155,URBANO
378,324,10 PONIENTE,SAN ALEJANDRO,-98.215934,19.058299,URBANO
379,324,10 PONIENTE,SAN ALEJANDRO,-98.215934,19.058299,URBANO
380,325,10 PONIENTE,SAN ALEJANDRO,-98.216206,19.058433,URBANO
381,325,10 PONIENTE,SAN ALEJANDRO,-98.216206,19.058433,URBANO
382,326,10 PONIENTE,SAN ALEJANDRO,-98.216535,19.058601,URBANO
383,326,10 PONIENTE,SAN ALEJANDRO,-98.216535,19.058601,URBANO
384,327,10 PONIENTE,SAN ALEJANDRO,-98.216821,19.058739,URBANO
385,327,10 PONIENTE,SAN ALEJANDRO,-98.216821,19.058739,URBANO
386,328,29-B NORTE,VILLA SAN ALEJANDRO,-98.217689,19.05935,URBANO
387,329,29-B NORTE,SAN ALEJANDRO,-98.217506,19.05951,URBANO
388,330,29-B NORTE,SAN ALEJANDRO,-98.217299,19.059691,URBANO
389,331,29-B NORTE,SAN ALEJANDRO,-98.217133,19.059828,URBANO
390,332,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.217112,19.059892,URBANO
391,333,DIAGONAL 10 PONIENTE,SAN ALEJANDRO,-98.216905,19.059677,URBANO
392,334,29-B NORTE,SAN ALEJANDRO,-98.216915,19.060016,URBANO
393,335,29-B NORTE,SAN ALEJANDRO,-98.216694,19.060208,URBANO
394,336,10-A PONIENTE,SAN ALEJANDRO,-98.216649,19.060343,URBANO
395,337,29-B NORTE,SAN ALEJANDRO,-98.216461,19.06042,URBANO
396,338,29-B NORTE,SAN ALEJANDRO,-98.216188,19.060658,URBANO
397,339,29-B NORTE,SAN ALEJANDRO,-98.215996,19.060833,URBANO
398,340,29-B NORTE,SAN ALEJANDRO,-98.215731,19.061055,URBANO
399,340,29-B NORTE,SAN ALEJANDRO,-98.215731,19.061055,URBANO
400,341,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.215766,19.061223,URBANO
401,342,DIAGONAL 14 PONIENTE,SAN ALEJANDRO,-98.215433,19.060932,URBANO
402,343,DIAGONAL 10 PONIENTE,VILLA SAN ALEJANDRO,-98.217539,19.06034,URBANO
403,344,DIAGONAL 10 PONIENTE,VILLA SAN ALEJANDRO,-98.217483,19.060033,URBANO
404,345,CERRADA DIAGONAL 10 PONIENTE,VILLA SAN ALEJANDRO,-98.217771,19.059799,URBANO
405,346,DIAGONAL 10 PONIENTE,VILLA SAN ALEJANDRO,-98.217218,19.060066,URBANO
406,347,10-A PONIENTE,VILLA SAN ALEJANDRO,-98.21715,19.060857,URBANO
407,348,10-A PONIENTE,VILLA SAN ALEJANDRO,-98.216897,19.060587,URBANO
408,349,PRIVADA 10-B PONIENTE,SAN ALEJANDRO,-98.216088,19.060816,URBANO
409,350,PRIVADA 10-B PONIENTE,VILLA SAN ALEJANDRO,-98.216317,19.06106,URBANO
410,351,PRIVADA 10-B PONIENTE,VILLA SAN ALEJANDRO,-98.216509,19.061262,URBANO
411,352,PRIVADA 10-B PONIENTE,VILLA SAN ALEJANDRO,-98.216713,19.061483,URBANO
412,353,DIAGONAL 14 PONIENTE,VILLA SAN ALEJANDRO,-98.216278,19.062021,URBANO
413,354,DIAGONAL 14 PONIENTE,VILLA SAN ALEJANDRO,-98.216166,19.061692,URBANO
414,355,DIAGONAL 14 PONIENTE,VILLA SAN ALEJANDRO,-98.215933,19.061452,URBANO
415,356,10 PONIENTE,VILLA SAN ALEJANDRO,-98.2182,19.059446,URBANO
416,356,10 PONIENTE,VILLA SAN ALEJANDRO,-98.2182,19.059446,URBANO
417,357,10 PONIENTE,VILLA SAN ALEJANDRO,-98.217857,19.059264,URBANO
418,357,10 PONIENTE,VILLA SAN ALEJANDRO,-98.217857,19.059264,URBANO
419,358,29-B NORTE,VILLA SAN ALEJANDRO,-98.218022,19.059068,URBANO
420,359,29-B NORTE,VILLA SAN ALEJANDRO,-98.218334,19.058836,URBANO
421,360,PRIVADA DE LA 8 PONIENTE,VILLA SAN ALEJANDRO,-98.218233,19.058603,URBANO
422,361,PRIVADA DE LA 8 PONIENTE,VILLA SAN ALEJANDRO,-98.218084,19.058352,URBANO
423,362,29-A NORTE,VILLA SAN ALEJANDRO,-98.21778,19.058611,URBANO
424,363,29-A NORTE,VILLA SAN ALEJANDRO,-98.217507,19.058833,URBANO
425,364,29 NORTE,SAN ALEJANDRO,-98.217472,19.058156,URBANO
426,365,29 NORTE,VILLA SAN ALEJANDRO,-98.217681,19.057934,URBANO
427,366,10 PONIENTE,AMOR,-98.218687,19.059596,URBANO
428,366,10 PONIENTE,AMOR,-98.218687,19.059596,URBANO
429,367,10 PONIENTE,AMOR,-98.218926,19.059712,URBANO
430,367,10 PONIENTE,AMOR,-98.218926,19.059712,URBANO
431,368,10 PONIENTE,AMOR,-98.21918,19.059826,URBANO
432,368,10 PONIENTE,AMOR,-98.21918,19.059826,URBANO
433,369,10 PONIENTE,AMOR,-98.219406,19.059945,URBANO
434,369,10 PONIENTE,AMOR,-98.219406,19.059945,URBANO
435,370,10 PONIENTE,AMOR,-98.219593,19.060034,URBANO
436,370,10 PONIENTE,AMOR,-98.219593,19.060034,URBANO
437,371,10 PONIENTE,AMOR,-98.219687,19.06033,URBANO
438,371,10 PONIENTE,AMOR,-98.219687,19.06033,URBANO
439,372,29 NORTE,AMOR,-98.217931,19.057784,URBANO
440,373,PRIVADA DE LA 8 PONIENTE,VILLA SAN ALEJANDRO,-98.218006,19.058207,URBANO
441,374,10 PONIENTE,SAN ALEJANDRO,-98.21755,19.059106,URBANO
442,374,10 PONIENTE,SAN ALEJANDRO,-98.21755,19.059106,URBANO
443,375,10 PONIENTE,SAN ALEJANDRO,-98.217056,19.058852,URBANO
444,375,10 PONIENTE,SAN ALEJANDRO,-98.217056,19.058852,URBANO
445,380,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.218351,19.059669,URBANO
446,380,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.218351,19.059669,URBANO
447,381,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.218192,19.059895,URBANO
448,381,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.218192,19.059895,URBANO
449,382,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.218007,19.060151,URBANO
450,382,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.218007,19.060151,URBANO
451,383,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217838,19.06039,URBANO
452,383,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217838,19.06039,URBANO
453,384,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217617,19.060667,URBANO
454,384,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217617,19.060667,URBANO
455,385,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217375,19.060982,URBANO
456,385,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217375,19.060982,URBANO
457,386,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217195,19.061214,URBANO
458,386,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.217195,19.061214,URBANO
459,387,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216999,19.061464,URBANO
460,387,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216999,19.061464,URBANO
461,388,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216832,19.06173,URBANO
462,388,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216832,19.06173,URBANO
463,389,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216646,19.061991,URBANO
464,389,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216646,19.061991,URBANO
465,390,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216377,19.062329,URBANO
466,390,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216377,19.062329,URBANO
467,391,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216181,19.062602,URBANO
468,391,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.216181,19.062602,URBANO
469,393,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215829,19.06307,URBANO
470,393,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215829,19.06307,URBANO
471,394,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215651,19.0633,URBANO
472,394,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215651,19.0633,URBANO
473,395,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.21547,19.063529,URBANO
474,395,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.21547,19.063529,URBANO
475,396,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215279,19.063777,URBANO
476,396,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215279,19.063777,URBANO
477,397,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215121,19.064011,URBANO
478,397,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.215121,19.064011,URBANO
479,398,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.21496,19.064237,URBANO
480,398,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.21496,19.064237,URBANO
481,399,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.21478,19.06446,URBANO
482,399,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.21478,19.06446,URBANO
483,400,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.214513,19.064793,URBANO
484,400,BOULEVARD NORTE,VILLA SAN ALEJANDRO,-98.214513,19.064793,URBANO
485,401,BOULEVARD NORTE,VALLE DORADO,-98.214234,19.065092,URBANO
486,401,BOULEVARD NORTE,VALLE DORADO,-98.214234,19.065092,URBANO
487,402,BOULEVARD NORTE,VALLE DORADO,-98.213909,19.065339,URBANO
488,402,BOULEVARD NORTE,VALLE DORADO,-98.213909,19.065339,URBANO
489,403,BOULEVARD NORTE,VALLE DORADO,-98.213604,19.065573,URBANO
490,403,BOULEVARD NORTE,VALLE DORADO,-98.213604,19.065573,URBANO
491,404,BOULEVARD NORTE,VALLE DORADO,-98.213314,19.065798,URBANO
492,404,BOULEVARD NORTE,VALLE DORADO,-98.213314,19.065798,URBANO
493,405,BOULEVARD NORTE,RINCÓN DEL VALLE,-98.213018,19.066013,URBANO
494,405,BOULEVARD NORTE,RINCÓN DEL VALLE,-98.213018,19.066013,URBANO
495,406,BOULEVARD NORTE,RINCÓN DEL VALLE,-98.212747,19.066227,URBANO
496,406,BOULEVARD NORTE,RINCÓN DEL VALLE,-98.212747,19.066227,URBANO
497,407,BOULEVARD NORTE,RINCÓN DEL VALLE,-98.212479,19.066438,URBANO
498,407,BOULEVARD NORTE,RINCÓN DEL VALLE,-98.212479,19.066438,URBANO
499,408,BOULEVARD NORTE,VALLE DORADO,-98.212182,19.06666,URBANO
500,408,BOULEVARD NORTE,VALLE DORADO,-98.212182,19.06666,URBANO
501,409,BOULEVARD NORTE,VALLE DORADO,-98.211811,19.06693,URBANO
502,409,BOULEVARD NORTE,VALLE DORADO,-98.211811,19.06693,URBANO
503,410,BOULEVARD NORTE,VALLE DORADO,-98.211598,19.06711,URBANO
504,410,BOULEVARD NORTE,VALLE DORADO,-98.211598,19.06711,URBANO
505,411,BOULEVARD NORTE,VALLE DORADO,-98.211371,19.067283,URBANO
506,411,BOULEVARD NORTE,VALLE DORADO,-98.211371,19.067283,URBANO
507,412,BOULEVARD NORTE,VALLE DORADO,-98.211086,19.06751,URBANO
508,412,BOULEVARD NORTE,VALLE DORADO,-98.211086,19.06751,URBANO
509,413,BOULEVARD NORTE,VALLE DORADO,-98.210828,19.067721,URBANO
510,413,BOULEVARD NORTE,VALLE DORADO,-98.210828,19.067721,URBANO
511,414,BOULEVARD NORTE,VALLE DORADO,-98.210581,19.067914,URBANO
512,414,BOULEVARD NORTE,VALLE DORADO,-98.210581,19.067914,URBANO
513,415,BOULEVARD NORTE,VALLE DORADO,-98.210354,19.068089,URBANO
514,415,BOULEVARD NORTE,VALLE DORADO,-98.210354,19.068089,URBANO
515,416,BOULEVARD NORTE,VALLE DORADO,-98.210135,19.068262,URBANO
516,416,BOULEVARD NORTE,VALLE DORADO,-98.210135,19.068262,URBANO
517,417,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209916,19.068451,URBANO
518,417,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209916,19.068451,URBANO
519,418,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209622,19.068683,URBANO
520,418,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209622,19.068683,URBANO
521,419,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209243,19.068986,URBANO
522,419,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209243,19.068986,URBANO
523,420,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209004,19.069195,URBANO
524,420,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.209004,19.069195,URBANO
525,421,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.208787,19.069361,URBANO
526,421,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.208787,19.069361,URBANO
527,422,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.208519,19.069595,URBANO
528,422,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.208519,19.069595,URBANO
529,423,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.208248,19.06982,URBANO
530,423,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.208248,19.06982,URBANO
531,424,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.207972,19.070061,URBANO
532,424,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.207972,19.070061,URBANO
533,425,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.207641,19.07031,URBANO
534,425,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.207641,19.07031,URBANO
535,426,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.207297,19.070582,URBANO
536,426,BOULEVARD NORTE,NUEVA AURORA POPULAR,-98.207297,19.070582,URBANO
537,427,BOULEVARD NORTE,ZONA COMERCIAL PLAZA LOS GALLOS,-98.207004,19.070791,URBANO
538,427,BOULEVARD NORTE,ZONA COMERCIAL PLAZA LOS GALLOS,-98.207004,19.070791,URBANO
539,428,BOULEVARD NORTE,ZONA COMERCIAL PLAZA LOS GALLOS,-98.206789,19.070982,URBANO
540,428,BOULEVARD NORTE,ZONA COMERCIAL PLAZA LOS GALLOS,-98.206789,19.070982,URBANO
541,429,BOULEVARD NORTE,ZONA COMERCIAL PLAZA LOS GALLOS,-98.206542,19.071173,URBANO
542,429,BOULEVARD NORTE,ZONA COMERCIAL PLAZA LOS GALLOS,-98.206542,19.071173,URBANO
543,430,BOULEVARD NORTE,FRACCIONAMIENTO PROF. JORGE MURAD,-98.206236,19.071413,URBANO
544,430,BOULEVARD NORTE,FRACCIONAMIENTO PROF. JORGE MURAD,-98.206236,19.071413,URBANO
545,431,BOULEVARD NORTE,FRACCIONAMIENTO PROF. JORGE MURAD,-98.205973,19.071661,URBANO
546,431,BOULEVARD NORTE,FRACCIONAMIENTO PROF. JORGE MURAD,-98.205973,19.071661,URBANO
547,432,BOULEVARD NORTE,ZONA CAPU,-98.205682,19.071915,URBANO
548,432,BOULEVARD NORTE,ZONA CAPU,-98.205682,19.071915,URBANO
549,434,16 PONIENTE,JESÚS GARCÍA,-98.210274,19.058351,URBANO
550,435,16 PONIENTE,JESÚS GARCÍA,-98.210583,19.058506,URBANO
551,436,16 PONIENTE,JESÚS GARCÍA,-98.210915,19.058667,URBANO
552,437,16 PONIENTE,JESÚS GARCÍA,-98.211281,19.058849,URBANO
553,438,16 PONIENTE,JESÚS GARCÍA,-98.211687,19.059044,URBANO
554,439,14 PONIENTE,JESÚS GARCÍA,-98.21134,19.057958,URBANO
555,440,14 PONIENTE,JESÚS GARCÍA,-98.211681,19.058123,URBANO
556,441,14 PONIENTE,JESÚS GARCÍA,-98.212003,19.058277,URBANO
557,442,14 PONIENTE,JESÚS GARCÍA,-98.212227,19.058387,URBANO
558,443,14 PONIENTE,JESÚS GARCÍA,-98.212625,19.058588,URBANO
559,444,14 PONIENTE,JESÚS GARCÍA,-98.213021,19.058779,URBANO
560,445,14 PONIENTE,JESÚS GARCÍA,-98.213448,19.058985,URBANO
561,446,12  PONIENTE,TIERRA Y LIBERTAD,-98.214101,19.058359,URBANO
562,447,25 NORTE,TIERRA Y LIBERTAD,-98.214007,19.058372,URBANO
563,448,12  PONIENTE,TIERRA Y LIBERTAD,-98.213803,19.058194,URBANO
564,449,12  PONIENTE,TIERRA Y LIBERTAD,-98.213466,19.058021,URBANO
565,450,12  PONIENTE,TIERRA Y LIBERTAD,-98.213095,19.057836,URBANO
566,451,12  PONIENTE,TIERRA Y LIBERTAD,-98.212667,19.057622,URBANO
567,452,23 NORTE,TIERRA Y LIBERTAD,-98.212459,19.057682,URBANO
568,453,23 NORTE,TIERRA Y LIBERTAD,-98.212234,19.058096,URBANO
569,454,23 NORTE,TIERRA Y LIBERTAD,-98.212764,19.057356,URBANO
570,455,10 PONIENTE,SAN ALEJANDRO,-98.215343,19.057797,URBANO
571,456,10 PONIENTE,TIERRA Y LIBERTAD,-98.214228,19.0573,URBANO
572,457,10 PONIENTE,TIERRA Y LIBERTAD,-98.213783,19.05707,URBANO
573,458,10 PONIENTE,TIERRA Y LIBERTAD,-98.213373,19.056862,URBANO
574,459,8 PONIENTE,TIERRA Y LIBERTAD,-98.215587,19.057055,URBANO
575,460,8 PONIENTE,TIERRA Y LIBERTAD,-98.215151,19.056833,URBANO
576,461,8 PONIENTE,TIERRA Y LIBERTAD,-98.214743,19.05663,URBANO
577,462,8 PONIENTE,TIERRA Y LIBERTAD,-98.21424,19.05637,URBANO
578,463,6 PONIENTE,TIERRA Y LIBERTAD,-98.215091,19.056024,URBANO
579,464,6 PONIENTE,TIERRA Y LIBERTAD,-98.215475,19.05623,URBANO
580,465,6 PONIENTE,TIERRA Y LIBERTAD,-98.215823,19.056402,URBANO
581,466,6 PONIENTE,TIERRA Y LIBERTAD,-98.216181,19.05658,URBANO
582,467,GRAN AVENIDA,TIERRA Y LIBERTAD,-98.216636,19.056287,URBANO
583,468,GRAN AVENIDA,TIERRA Y LIBERTAD,-98.217008,19.055985,URBANO
584,469,GRAN AVENIDA,TIERRA Y LIBERTAD,-98.217195,19.05581,URBANO
585,471,27 NORTE,TIERRA Y LIBERTAD,-98.21763,19.055604,URBANO
586,472,27 NORTE,TIERRA Y LIBERTAD,-98.217357,19.055923,URBANO
587,473,27 NORTE,TIERRA Y LIBERTAD,-98.217153,19.056147,URBANO
588,474,27 NORTE,TIERRA Y LIBERTAD,-98.21689,19.056467,URBANO
589,475,6 PONIENTE,AMOR,-98.216973,19.056692,URBANO
590,476,6 PONIENTE,AMOR,-98.2172,19.056859,URBANO
591,477,6 PONIENTE,AMOR,-98.217455,19.057052,URBANO
592,478,6 PONIENTE,AMOR,-98.217741,19.057261,URBANO
593,479,6 PONIENTE,AMOR,-98.218001,19.057453,URBANO
594,480,29 NORTE,AMOR,-98.218162,19.057371,URBANO
595,481,6 PONIENTE,AMOR,-98.218294,19.057657,URBANO
596,482,6 PONIENTE,AMOR,-98.218599,19.057885,URBANO
597,483,6 PONIENTE,AMOR,-98.218906,19.058102,URBANO
598,484,29 NORTE,AMOR,-98.218403,19.057081,URBANO
599,485,2 PONIENTE,TIERRA Y LIBERTAD,-98.217611,19.055419,URBANO
600,486,GRAN AVENIDA,TIERRA Y LIBERTAD,-98.217217,19.055927,URBANO
601,487,4 PONIENTE,TIERRA Y LIBERTAD,-98.216883,19.055781,URBANO
602,488,4 PONIENTE,TIERRA Y LIBERTAD,-98.216259,19.05547,URBANO
603,489,DIAGONAL DEFENSORES DE LA REPUBLICA,TIERRA Y LIBERTAD,-98.215569,19.055505,URBANO
604,490,25 NORTE,TIERRA Y LIBERTAD,-98.21536,19.055913,URBANO
605,491,25 NORTE,TIERRA Y LIBERTAD,-98.215166,19.056261,URBANO
606,492,25 NORTE,TIERRA Y LIBERTAD,-98.214973,19.056593,URBANO
607,493,25 NORTE,TIERRA Y LIBERTAD,-98.214798,19.056951,URBANO
608,494,25 NORTE,TIERRA Y LIBERTAD,-98.214602,19.057308,URBANO
609,495,25 NORTE,TIERRA Y LIBERTAD,-98.214388,19.05768,URBANO
610,496,25 NORTE,TIERRA Y LIBERTAD,-98.21415,19.058111,URBANO
611,499,BRAULIO RODRIGUEZ,MAESTRO FEDERAL,-98.211084,19.060111,URBANO
612,500,BRAULIO RODRIGUEZ,MAESTRO FEDERAL,-98.211111,19.060458,URBANO
613,501,BRAULIO RODRIGUEZ,MAESTRO FEDERAL,-98.211107,19.060901,URBANO
614,502,PESTALOZZI,MAESTRO FEDERAL,-98.21096,19.061058,URBANO
615,503,DANIEL DELGADILLO,MAESTRO FEDERAL,-98.210595,19.060937,URBANO
616,504,DANIEL DELGADILLO,MAESTRO FEDERAL,-98.210597,19.060549,URBANO
617,505,DANIEL DELGADILLO,MAESTRO FEDERAL,-98.210598,19.060239,URBANO
618,506,PESTALOZZI,MAESTRO FEDERAL,-98.210394,19.061045,URBANO
619,507,PESTALOZZI,MAESTRO FEDERAL,-98.210097,19.061047,URBANO
620,508,BENITO JUAREZ,MAESTRO FEDERAL,-98.210001,19.060904,URBANO
621,509,BENITO JUAREZ,MAESTRO FEDERAL,-98.21001,19.060475,URBANO
622,510,BENITO JUAREZ,MAESTRO FEDERAL,-98.210029,19.060145,URBANO
623,511,AVENIDA MONTESSORI,MAESTRO FEDERAL,-98.209288,19.059926,URBANO
624,512,AVENIDA MONTESSORI,MAESTRO FEDERAL,-98.209688,19.059923,URBANO
625,513,DANIEL DELGADILLO,MAESTRO FEDERAL,-98.210599,19.05962,URBANO
626,514,AVENIDA MONTESSORI,MAESTRO FEDERAL,-98.210704,19.059933,URBANO
627,515,AVENIDA MONTESSORI,MAESTRO FEDERAL,-98.211173,19.059935,URBANO
628,516,R RAMIREZ,MAESTRO FEDERAL,-98.20947,19.05978,URBANO
629,517,R RAMIREZ,MAESTRO FEDERAL,-98.209441,19.059412,URBANO
630,518,R RAMIREZ,MAESTRO FEDERAL,-98.209436,19.059,URBANO
631,519,BENITO JUAREZ,MAESTRO FEDERAL,-98.210051,19.059822,URBANO
632,520,BENITO JUAREZ,MAESTRO FEDERAL,-98.210022,19.059528,URBANO
633,521,BENITO JUAREZ,MAESTRO FEDERAL,-98.210015,19.059195,URBANO
634,522,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.2086,19.059356,URBANO
635,522,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.2086,19.059356,URBANO
636,523,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.208761,19.059589,URBANO
637,523,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.208761,19.059589,URBANO
638,524,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.208936,19.059842,URBANO
639,524,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.208936,19.059842,URBANO
640,525,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.209149,19.060149,URBANO
641,525,AVENIDA 15 DE MAYO,MAESTRO FEDERAL,-98.209149,19.060149,URBANO
