N,PDL,CALLE,COLONIA,LONGITUD,LATITUD,ID
91945,92992,5 DE MAYO,SAN ANTONIO ABAD,-98.142051,19.05945,URBANO
91946,92993,5 DE MAYO,SAN ANTONIO ABAD,-98.142282,19.059619,URBANO
91947,92994,5 DE MAYO,SAN ANTONIO ABAD,-98.142517,19.059787,URBANO
91948,92995,5 DE MAYO,SAN ANTONIO ABAD,-98.142752,19.059953,URBANO
91949,92996,5 DE MAYO,SAN ANTONIO ABAD,-98.143039,19.060113,URBANO
91950,92997,5 DE MAYO,SAN ANTONIO ABAD,-98.143259,19.060258,URBANO
91951,92998,5 DE MAYO,SAN ANTONIO ABAD,-98.14351,19.060416,URBANO
91952,92999,5 DE MAYO,SAN ANTONIO ABAD,-98.143748,19.060569,URBANO
91953,93000,5 DE MAYO,SAN ANTONIO ABAD,-98.143972,19.060715,URBANO
91954,93001,5 DE MAYO,SAN ANTONIO ABAD,-98.144236,19.060881,URBANO
91955,93002,TULIPAN,RANCHO COLORADO,-98.211977,19.078175,URBANO
91956,93003,SOLAR,GALAXIA LA CALERA,-98.152059,18.999155,RURAL
91957,93004,JAZMIN F,EL JAZMÍN,-98.217177,19.102765,URBANO
91958,93005,VICENTE GUERRERO,SANTA CRUZ BUENAVISTA,-98.24602,19.05784,URBANO
91959,93006,VICENTE GUERRERO,SANTA CRUZ BUENAVISTA,-98.246086,19.057374,URBANO
91960,93007,VICENTE GUERRERO,SANTA CRUZ BUENAVISTA,-98.246171,19.05733,URBANO
91961,93008,UNIVERSIDAD AUTONOMA DE GUADALAJARA,UNIVERSIDADES,-98.207728,18.996916,URBANO
91962,93009,PRIVADA 32 SUR,DOS DE ABRIL,-98.181273,19.029632,URBANO
91963,93010,46 ORIENTE,MOCTEZUMA,-98.188105,19.061912,URBANO
91964,93011,SAN JOSE,JARDINES DE SAN JOSÉ,-98.112779,19.071525,URBANO
91965,93012,PRIVADA COLON,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.108935,19.080212,RURAL
91966,93013,PRIVADA SAN JOSE,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.108606,19.080103,RURAL
91967,93014,PRIVADA SAN JOSE,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.108485,19.080293,RURAL
91968,93015,PRIVADA SAN JOSE,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.10843,19.080297,RURAL
91969,93016,PRIVADA SAN JOSE,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.107969,19.08016,RURAL
91970,93017,PRIVADA SAN JOSE,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.107446,19.080035,RURAL
91971,93018,PRIVADA SAN JOSE,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.107331,19.080073,RURAL
91972,93019,PRIVADA 13-G NORTE,REAL DE GUADALUPE 1A SECCIÓN,-98.179439,19.093612,URBANO
91973,93020,ADOLFO LOPEZ MATEOS,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.130092,19.091951,RURAL
91974,93020,ADOLFO LOPEZ MATEOS,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.130092,19.091951,RURAL
91975,93021,ADOLFO LOPEZ MATEOS,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.130129,19.092316,RURAL
91976,93021,ADOLFO LOPEZ MATEOS,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.130129,19.092316,RURAL
91977,93022,ADOLFO LOPEZ MATEOS,CERRO DEL MÁRQUEZ,-98.130136,19.092251,URBANO
91978,93023,CIRCUITO DE LA ROSA,U.H. LA ROSA,-98.170966,19.058844,URBANO
91979,93024,LEONARDO VICARIO,SAN JOSÉ XILOTZINGO,-98.201434,18.978046,URBANO
91980,93025,PARQUE SEBASTIAN BACH,CENTRO HISTÓRICO,-98.191222,19.046193,URBANO
91981,93025,PARQUE SEBASTIAN BACH,CENTRO HISTÓRICO,-98.191222,19.046193,URBANO
91982,93026,EJIDO,BUGAMBILIAS 3A SECCIÓN,-98.207824,19.008898,URBANO
91983,93027,EJIDO,BUGAMBILIAS 3A SECCIÓN,-98.207935,19.008655,URBANO
91984,93028,SAN MIGUEL,BUGAMBILIAS 3A SECCIÓN,-98.208075,19.008589,URBANO
91985,93029,ABANDAMES,UNIVERSITARIA,-98.20221,18.992879,URBANO
91986,93030,MICHIGAN,SAN JOSÉ XILOTZINGO,-98.20786,18.986855,URBANO
91987,93031,MICHIGAN,SAN JOSÉ XILOTZINGO,-98.207981,18.986925,URBANO
91988,93032,AVENIDA LA CA,SANTA CRUZ BUENAVISTA,-98.252521,19.051435,URBANO
91989,93033,AVENIDA LA CA,SANTA CRUZ BUENAVISTA,-98.252419,19.051134,URBANO
91990,93034,CHAPULTEPEC,LA CAÑADA (ROMERO VARGAS),-98.256236,19.052244,URBANO
91991,93035,UNION,SANTA CRUZ GUADALUPE BUENAVISTA,-98.263754,19.046466,URBANO
91992,93036,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.271837,18.973446,URBANO
91993,93037,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.271646,18.973315,URBANO
91994,93038,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.271486,18.973214,URBANO
91995,93039,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.271254,18.973063,URBANO
91996,93040,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.271029,18.972922,URBANO
91997,93041,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.270828,18.972788,URBANO
91998,93042,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.270565,18.972618,URBANO
91999,93043,PRIVADA A 145 PONIENTE,SAN AGUSTÍN,-98.27033,18.972477,URBANO
92000,93044,PRIVADA A 145 PONIENTE,SAN BERNABÉ TEMOXTITLA,-98.27006,18.972297,URBANO
92001,93045,PRIVADA A 145 PONIENTE,SAN BERNABÉ TEMOXTITLA,-98.269818,18.97214,URBANO
92002,93046,1-B,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.136139,19.060433,URBANO
92003,93047,1-B,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.136003,19.060367,URBANO
92004,93048,1-B,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.13592,19.06046,URBANO
92005,93049,1-B,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.135757,19.060449,URBANO
92006,93050,1-B,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.135856,19.06033,URBANO
92007,93051,SEGUNDA CERRADA POTRERO CHICO,LA CONDESA,-98.192506,19.101842,URBANO
92008,93052,34 SUR,INFONAVIT LA MARGARITA,-98.190205,19.005665,URBANO
92009,93053,CONSTITUCION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245663,19.074991,URBANO
92010,93054,TERCERA PRIVADA CONSTITUCION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245882,19.075296,URBANO
92011,93055,TERCERA PRIVADA CONSTITUCION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245747,19.075733,URBANO
92012,93056,AVENIDA SAN JOSE,SAN JOSÉ EL CONDE,-98.176558,19.10927,URBANO
92013,93057,AVENIDA 21 DE MARZO,SAN JOSÉ EL CONDE,-98.176176,19.109003,URBANO
92014,93058,AVENIDA 21 DE MARZO,SAN JOSÉ EL CONDE,-98.176082,19.108971,URBANO
92015,93059,AVENIDA 21 DE MARZO,SAN JOSÉ EL CONDE,-98.175582,19.108591,URBANO
92016,93060,PRIVADA PRIMERA,SAN JOSÉ EL CONDE,-98.176801,19.108994,URBANO
92017,93061,PRIVADA PRIMERA,SAN JOSÉ EL CONDE,-98.176377,19.108687,URBANO
92018,93062,PRIVADA PRIMERA,SAN JOSÉ EL CONDE,-98.176173,19.108551,URBANO
92019,93063,PRIVADA SAN JOSE,SAN JOSÉ EL CONDE,-98.177186,19.109254,URBANO
92020,93064,PRIVADA SAN JOSE,SAN JOSÉ EL CONDE,-98.177593,19.109514,URBANO
92021,93065,PRIVADA SAN JOSE,SAN JOSÉ EL CONDE,-98.178059,19.109793,URBANO
92022,93066,AVENIDA SAN JOSE,SAN JOSÉ EL CONDE,-98.177317,19.108334,URBANO
92023,93067,PRIVADA SEGUNDA,SAN JOSÉ EL CONDE,-98.177599,19.108005,URBANO
92024,93068,PRIVADA SEGUNDA,SAN JOSÉ EL CONDE,-98.177509,19.107914,URBANO
92025,93069,PRIVADA SEGUNDA,SAN JOSÉ EL CONDE,-98.177121,19.107634,URBANO
92026,93070,PRIVADA SEGUNDA,SAN JOSÉ EL CONDE,-98.176691,19.107339,URBANO
92027,93071,PRIVADA 13-D NORTE,REAL DE GUADALUPE 2A SECCIÓN,-98.179701,19.091492,URBANO
92028,93072,AVENIDA SAN JOSE,SAN JOSÉ EL CONDE,-98.177843,19.107638,URBANO
92029,93073,FRESNO,EL RIEGO SUR,-98.227846,19.09295,URBANO
92030,93074,CIRCUITO OBREROS INDUSTRIALES,U.H. VOLKSWAGEN 2,-98.241421,19.101061,URBANO
92031,93075,5 DE FEBRERO,RANCHO GUADALUPE,-98.174819,19.107665,URBANO
92032,93076,5 DE FEBRERO,RANCHO GUADALUPE,-98.175114,19.107192,URBANO
92033,93077,5 DE FEBRERO,RANCHO GUADALUPE,-98.175376,19.106761,URBANO
92034,93078,5 DE FEBRERO,RANCHO GUADALUPE,-98.17561,19.106343,URBANO
92035,93079,5 DE FEBRERO,RANCHO GUADALUPE,-98.175805,19.106,URBANO
92036,93080,5 DE FEBRERO,SAN JOSÉ EL CONDE,-98.175833,19.106147,URBANO
92037,93081,5 DE FEBRERO,RANCHO GUADALUPE,-98.176084,19.105523,URBANO
92038,93082,5 DE FEBRERO,RANCHO GUADALUPE,-98.176598,19.104715,URBANO
92039,93083,5 DE FEBRERO,RANCHO GUADALUPE,-98.177026,19.104016,URBANO
92040,93084,5 DE FEBRERO,SAN JOSÉ EL CONDE,-98.177608,19.103238,URBANO
92041,93085,PRIVADA SAN MATEO,SAN JOSÉ EL CONDE,-98.178077,19.102474,URBANO
92042,93086,AVENIDA 5 DE FEBRERO SUR,SAN JOSÉ EL CONDE,-98.178288,19.102126,URBANO
92043,93087,AVENIDA 5 DE FEBRERO SUR,SAN JOSÉ EL CONDE,-98.179361,19.100093,URBANO
92044,93088,AYEHUALULULCO,EL RIEGO SUR,-98.228289,19.091451,URBANO
92045,93089,PINO,EL RIEGO SUR,-98.226856,19.09217,URBANO
92046,93090,AYEHUALULULCO,EL RIEGO SUR,-98.225495,19.091325,URBANO
92047,93091,PARQUE SAN BALTAZAR,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.207662,19.024397,URBANO
92048,93093,5 DE FEBRERO,RANCHO GUADALUPE,-98.169425,19.106954,URBANO
92049,93094,5 DE FEBRERO,RANCHO GUADALUPE,-98.170092,19.106147,URBANO
92050,93095,5 DE FEBRERO,SANTA CRUZ (SAN SEBASTIAN DE APARICIO),-98.166932,19.105314,URBANO
92051,93096,FRANCISCO MARISCA,SANTA CRUZ GUADALUPE,-98.248742,19.06786,URBANO
92052,93097,FRANCISCO MARISCA,SANTA CRUZ GUADALUPE,-98.248601,19.067723,URBANO
92053,93098,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.179629,19.096276,URBANO
92054,93099,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.179851,19.096316,URBANO
92055,93100,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.180072,19.096425,URBANO
92056,93101,B VICENTE GUERRERO,U.H. LA FLOR,-98.183875,19.017722,URBANO
92057,93102,22 A SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204237,18.973781,URBANO
92058,93103,22 A SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.20415,18.974143,URBANO
92059,93104,22 A SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204068,18.974546,URBANO
92060,93105,22-A SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204758,18.973994,URBANO
92061,93106,22-A SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204869,18.973453,URBANO
92062,93107,AVENIDA DE LA ARBOLEDA,U.H. AMALUCAN,-98.15127,19.05002,URBANO
92063,93108,SANTA ROSA,LA CONCEPCIÓN SUR,-98.230024,18.962545,URBANO
92064,93109,GIRASOLES,LOMAS DE SAN VALENTÍN,-98.259602,18.955326,URBANO
92065,93110,22 C SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.203487,18.97351,URBANO
92066,93111,PRIVADA 109 A ORIENTE,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.203697,18.975163,URBANO
92067,93112,PRIVADA 109 A ORIENTE,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.203994,18.975216,URBANO
92068,93113,PRIVADA 109 A ORIENTE,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204272,18.975269,URBANO
92069,93114,22 B SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204017,18.973271,URBANO
92070,93117,2 A SUR,FUENTES DE SAN BARTOLO,-98.233435,18.976651,URBANO
92071,93117,2 A SUR,FUENTES DE SAN BARTOLO,-98.233435,18.976651,URBANO
92072,93118,CADILLAC,VILLA SATÉLITE LA CALERA,-98.179767,19.006118,URBANO
92073,93119,PARQUE,BARRIO DEL REFUGIO,-98.196046,19.055515,URBANO
92074,93120,PARQUE,BARRIO DEL REFUGIO,-98.196064,19.055854,URBANO
92075,93121,REPUBLICA DE BRASIL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.25044,19.077244,URBANO
92076,93121,REPUBLICA DE BRASIL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.25044,19.077244,URBANO
92077,93122,REPUBLICA DE BRASIL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.250744,19.077384,URBANO
92078,93123,REPUBLICA DE BRASIL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251184,19.077577,URBANO
92079,93124,REPUBLICA DE BRASIL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251557,19.077734,URBANO
92080,93125,REPUBLICA DE BRASIL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.25203,19.077935,URBANO
92081,93126,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.265677,18.853734,RURAL
92082,93127,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.266588,18.853394,RURAL
92083,93127,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.266588,18.853394,RURAL
92084,93128,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.26645,18.853315,RURAL
92085,93128,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.26645,18.853315,RURAL
92086,93129,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.267606,18.849965,RURAL
92087,93130,ROSARIO LA HUERTA,ROSARIO LA HUERTA,-98.267479,18.850014,RURAL
92088,93131,ROSALES,CENTRO AZUMIATLA (CABECERA MUNICIPAL),-98.257743,18.902394,RURAL
92089,93132,ROSALES,CENTRO AZUMIATLA (CABECERA MUNICIPAL),-98.257758,18.902752,RURAL
92090,93133,ROSALES,CENTRO AZUMIATLA (CABECERA MUNICIPAL),-98.257938,18.90339,RURAL
92091,93134,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.258144,18.903615,RURAL
92092,93135,ROSALES,CENTRO AZUMIATLA (CABECERA MUNICIPAL),-98.257861,18.903723,RURAL
92093,93136,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.258237,18.903772,RURAL
92094,93137,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.258465,18.904101,RURAL
92095,93138,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.25871,18.90359,RURAL
92096,93139,BUENOS AIRES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.258887,18.903236,RURAL
92097,93140,ROSALES,CENTRO AZUMIATLA (CABECERA MUNICIPAL),-98.257991,18.904088,RURAL
92098,93141,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.258042,18.906752,RURAL
92099,93142,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.257972,18.907055,RURAL
92100,93143,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.257945,18.907393,RURAL
92101,93144,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.257913,18.907732,RURAL
92102,93145,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.25786,18.908248,RURAL
92103,93146,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.257783,18.908836,RURAL
92104,93147,ROSALES,BARRIO LA NUEVA AZUMIATLA (CABECERA MUNICIPAL),-98.257518,18.909577,RURAL
92105,93148,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.173404,19.009883,URBANO
92106,93149,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.173212,19.009649,URBANO
92107,93150,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.173024,19.009418,URBANO
92108,93151,DEMOCRACIA,GUADALUPE EL CONDE,-98.179582,19.096414,URBANO
92109,93152,DEMOCRACIA,GUADALUPE EL CONDE,-98.179521,19.096592,URBANO
92110,93153,DEMOCRACIA,GUADALUPE EL CONDE,-98.179584,19.096838,URBANO
92111,93154,DEMOCRACIA,GUADALUPE EL CONDE,-98.179646,19.096762,URBANO
92112,93155,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.179743,19.096578,URBANO
92113,93156,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.179809,19.096434,URBANO
92114,93157,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.179971,19.096474,URBANO
92115,93158,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.179819,19.096705,URBANO
92116,93159,DEMOCRACIA,GUADALUPE EL CONDE,-98.179697,19.096898,URBANO
92117,93160,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.180281,19.096573,URBANO
92118,93161,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.180424,19.096676,URBANO
92119,93162,IDENTIDAD NACIONAL,GUADALUPE EL CONDE,-98.180537,19.096547,URBANO
92120,93163,AVENIDA 5 DE FEBRERO SUR,GUADALUPE EL CONDE,-98.180632,19.09643,URBANO
92121,93164,AVENIDA 5 DE FEBRERO SUR,GUADALUPE EL CONDE,-98.180871,19.096523,URBANO
92122,93165,AVENIDA 5 DE FEBRERO SUR,GUADALUPE EL CONDE,-98.181111,19.096666,URBANO
92123,93168,JESUS HERNANDEZ,U.H. MANUEL RIVERA ANAYA,-98.145591,19.05629,URBANO
92124,93169,AVENIDA DRAMATURGOS,CIUDAD SATÉLITE DE PUEBLA,-98.150564,19.045733,URBANO
92125,93170,7-E,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.124068,19.064586,URBANO
92126,93170,7-E,INFONAVIT BOSQUES DE SAN SEBASTIÁN,-98.124068,19.064586,URBANO
92127,93171,EMILIANO ZAPATA,NOCHE BUENA,-98.1336,19.087481,URBANO
92128,93172,EMILIANO ZAPATA,NOCHE BUENA,-98.133154,19.087312,URBANO
92129,93175,EMILIANO ZAPATA,NOCHE BUENA,-98.133588,19.08692,URBANO
92130,93176,EMILIANO ZAPATA,NOCHE BUENA,-98.133652,19.086769,URBANO
92131,93177,EMILIANO ZAPATA,NOCHE BUENA,-98.133764,19.086929,URBANO
92132,93177,EMILIANO ZAPATA,NOCHE BUENA,-98.133764,19.086929,URBANO
92133,93178,EMILIANO ZAPATA,NOCHE BUENA,-98.133981,19.086885,URBANO
92134,93179,EMILIANO ZAPATA,NOCHE BUENA,-98.133847,19.087218,URBANO
92135,93180,EMILIANO ZAPATA,NOCHE BUENA,-98.134,19.08715,URBANO
92136,93180,EMILIANO ZAPATA,NOCHE BUENA,-98.134,19.08715,URBANO
92137,93181,ADOLFO LOPEZ MATEOS,NOCHE BUENA,-98.1333,19.086561,URBANO
92138,93182,PROLONGACION DE LA ROSA,REMENTERIA,-98.162712,19.061302,URBANO
92139,93183,PROLONGACION DE LA ROSA,REMENTERIA,-98.163062,19.061072,URBANO
92140,93184,PROLONGACION DE LA ROSA,REMENTERIA,-98.163449,19.060835,URBANO
92141,93185,PROLONGACION DE LA ROSA,REMENTERIA,-98.163858,19.060555,URBANO
92142,93186,PROLONGACION DE LA ROSA,REMENTERIA,-98.164267,19.060287,URBANO
92143,93187,PROLONGACION DE LA ROSA,REMENTERIA,-98.164585,19.060083,URBANO
92144,93188,PROLONGACION DE LA ROSA,REMENTERIA,-98.165103,19.059696,URBANO
92145,93189,AVENIDA 1,VICENTE SUÁREZ,-98.17735,19.023317,URBANO
92146,93190,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176782,19.023431,URBANO
92147,93191,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176669,19.023477,URBANO
92148,93192,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176553,19.023513,URBANO
92149,93193,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176466,19.023539,URBANO
92150,93194,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176411,19.023441,URBANO
92151,93195,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176497,19.023395,URBANO
92152,93196,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176615,19.023355,URBANO
92153,93197,PARQUE UNIDAD HABITACIONAL VICENTE SUAREZ,VICENTE SUÁREZ,-98.176733,19.023305,URBANO
92154,93198,24 PONIENTE,BARRIO DEL REFUGIO,-98.19758,19.056043,URBANO
92155,93199,PLACIDO DOMINGO,LOS TENORES,-98.21349,18.978576,URBANO
92156,93200,PLACIDO DOMINGO,LOS TENORES,-98.213299,18.979251,URBANO
92157,93201,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.17281,19.00919,URBANO
92158,93202,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.172649,19.00881,URBANO
92159,93203,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.17237,19.00871,URBANO
92160,93204,AVENIDA ANDROMEDA,VILLA SATÉLITE LA CALERA,-98.172137,19.008432,URBANO
92161,93205,28 NORTE,RESURGIMIENTO,-98.17853,19.042626,URBANO
92162,93206,28 NORTE,RESURGIMIENTO,-98.178501,19.041807,URBANO
92163,93207,PRIVADA 28 NORTE,RESURGIMIENTO,-98.176571,19.041792,URBANO
92164,93208,PRIVADA 28 NORTE,RESURGIMIENTO,-98.176752,19.042398,URBANO
92165,93209,10-A PONIENTE,VILLA SAN ALEJANDRO,-98.218334,19.061986,URBANO
92166,93210,22 B SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204073,18.972651,URBANO
92167,93210,22 B SUR,FRACCIONAMIENTO CAMPESTRE SAN RAFAEL,-98.204073,18.972651,URBANO
92168,93211,YERMO Y PARRES 109 ORIENTE,SAN JOSÉ XILOTZINGO,-98.202594,18.975444,URBANO
92169,93212,CIRCUITO PASEO DE LAS FLORES,ZONA COMERCIAL ANGELOPOLIS,-98.244585,19.007889,URBANO
92170,93213,DEL CIELO,FRACCIONAMIENTO EL SAUCEDAL,-98.248384,19.009428,URBANO
92171,93214,SAN JOSE XILOTZINGO,FRACCIONAMIENTO FUNDADORES,-98.203793,18.984573,URBANO
92172,93215,ENRIQUE CONRADO REBSAMEN,CIUDAD SATÉLITE DE PUEBLA,-98.147537,19.042558,URBANO
92173,93216,TERCER RETORNO DE LA 3-D SUR,LOMA BELLA,-98.233115,18.991985,URBANO
92174,93217,CERRADA OLMOS,U.H. AMALUCAN,-98.152509,19.049131,URBANO
92175,93218,BUGAMBILIAS,CASA BLANCA (SECTOR PARAÍSO),-98.121802,19.036319,URBANO
92176,93219,BUGAMBILIAS,CASA BLANCA (SECTOR PARAÍSO),-98.12148,19.036141,URBANO
92177,93220,BUGAMBILIAS,CASA BLANCA (SECTOR PARAÍSO),-98.121088,19.035928,URBANO
92178,93221,GARIBALDI,LOMA BELLA,-98.235123,18.987982,URBANO
92179,93222,GARIBALDI,LOMA BELLA,-98.235021,18.988178,URBANO
92180,93223,AVENIDA DEL BOSQUE,PLAZAS DE AMALUCAN,-98.143128,19.046875,URBANO
92181,93224,AVENIDA DEL BOSQUE,AMALUCAN CERRO,-98.142934,19.04688,URBANO
92182,93225,AVENIDA DEL BOSQUE,PLAZAS DE AMALUCAN,-98.142943,19.04672,URBANO
92183,93226,PLAZA DE SAN FRANCISCO,PLAZAS DE AMALUCAN,-98.143011,19.046095,URBANO
92184,93226,PLAZA DE SAN FRANCISCO,PLAZAS DE AMALUCAN,-98.143011,19.046095,URBANO
92185,93227,BUGAMBILIAS,CASA BLANCA (SECTOR PARAÍSO),-98.122105,19.036481,URBANO
92186,93228,20 DE NOVIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.124673,19.101959,RURAL
92187,93229,20 DE NOVIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.12447,19.102088,RURAL
92188,93230,20 DE NOVIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.124303,19.102058,RURAL
92189,93231,20 DE NOVIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.124126,19.102035,RURAL
92190,93232,PARQUE DE SAN SEBASTIAN DE APARICIO,SAN SEBASTIÁN DE APARICIO (CABECERA MUNICIPAL),-98.160213,19.101573,RURAL
92191,93236,PLAZA RESURRECCION,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.128264,19.102517,RURAL
92192,93237,PLAZA RESURRECCION,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.128204,19.102591,RURAL
92193,93238,PLAZA RESURRECCION,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.128368,19.102565,RURAL
92194,93239,AGUSTIN  DE ITURBIDE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.12827,19.102593,RURAL
92195,93240,PLAZA RESURRECCION,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.128366,19.102675,RURAL
92196,93241,EDUARDO CUE MERLO,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.207186,19.023855,URBANO
92197,93242,20 DE NOVIEMBRE,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.206985,19.023761,URBANO
92198,93243,EDUARDO CUE MERLO,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.20709,19.023809,URBANO
92199,93244,20 DE NOVIEMBRE,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.20703,19.023683,URBANO
92200,93245,EDUARDO CUE MERLO,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.207157,19.023703,URBANO
92201,93246,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126579,19.047092,URBANO
92202,93246,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126579,19.047092,URBANO
